String,CMC,pCMC,Temperature,Class
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S(=O)([O-])=O.[Na+],5.300294488357963e-05,4.2757,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)S(=O)([O-])=O.[Na+],1.2998702373886042e-05,4.8861,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC([O-])=O.[Na+],0.0002870119636464438,3.5421,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC([O-])=O.[Na+],0.00010199995965937201,3.9914,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC([O-])=O.[Na+],3.5999792704335684e-05,4.4437,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCS(=O)(O[O-])=O.[Na+],0.00016998085132034963,3.7696,25.0,Anionic
CCCCCCCCCCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCC([O-])=O.[Na+],0.0003950026415978837,3.4034,25.0,Anionic
CCCCCCCCCCCCOCCOCCOCCOS(=O)([O-])=O.[Na+],0.0028002705950106355,2.5528,25.0,Anionic
CCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)([O-])=O.[Na+],0.001900203002577232,2.7212,25.0,Anionic
CCCCCCCCCCCCCCCCOS(=O)([O-])=O.[Na+],0.00040003685104612505,3.3979,25.0,Anionic
CCCCCCCCCCCCCCCCOCCOS(=O)([O-])=O.[Na+],0.00021998851090492493,3.6576,25.0,Anionic
CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)([O-])=O.[Na+],0.0001,4.0,25.0,Anionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOS(=O)([O-])=O.[Na+],0.0001,4.0,25.0,Anionic
CCCCCCCCCCCCCCCCCCOCCOS(=O)([O-])=O.[Na+],0.00011000185275062206,3.9586,25.0,Anionic
CCCCCCCCCCCCCCCCCCOCCOCCOS(=O)([O-])=O.[Na+],7.000031591308976e-05,4.1549,25.0,Anionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)([O-])=O.[Na+],5.000345349769783e-05,4.301,25.0,Anionic
CCCCCCCCCCCCCCCCCCOCCOCCOCCOCCOS(=O)([O-])=O.[Na+],4.00036851046125e-05,4.3979,25.0,Anionic
CCCCCCCCCC(NCC([O-])=O)=O.[Na+],0.038001435294158586,1.4202,40.0,Anionic
CCCCCCCCCCCC(NCC([O-])=O)=O.[Na+],0.01,2.0,40.0,Anionic
CCCCCCCCCCCC(N(C)CC([O-])=O)=O.[Na+],0.01,2.0,30.0,Anionic
CCCCCCCCCCCC(N(C)CCC([O-])=O)=O.[Na+],0.00759976214361037,2.1192,30.0,Anionic
CCCCCCCCCCCCCC(NCC([O-])=O)=O.[Na+],0.00419952334664066,2.3768,40.0,Anionic
CCCCCCCCCCCCOS(=O)([O-])=O.[K+],0.007800096937165006,2.1079,40.0,Anionic
CCCCCCCCCCCCS(=O)(O[O-])=O.CC[N+](CC)(CC)CC,0.004499870338721506,2.3468,30.0,Anionic
CCCCCCCCCCCCS(=O)(O[O-])=O.CCCC[N+](CCCC)(CCCC)CCCC,0.001299870237388604,2.8861,30.0,Anionic
CCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],0.0019998618696327446,2.699,50.0,Anionic
CCCCCCCCCCCC(N(CCS(=O)(O[O-])=O)C)=O.[Na+],0.008900204796255255,2.0506,30.0,Anionic
O=C(CS(=O)(O[O-])=O)NCCCCCCCCCCCC.[Na+],0.005199959965335162,2.284,35.0,Anionic
O=C(CCS(=O)(O[O-])=O)NCCCCCCCCCCCC.[Na+],0.0044004794783598375,2.3565,35.0,Anionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O.[Na+],0.011000185275062212,1.9586,35.0,Anionic
FC(F)(F)C(F)(F)C(F)(F)C(F)(COC(C(S(=O)([O-])=O)CC(OCCCCC)=O)=O)F.[Na+],0.0015999263828685986,2.7959,30.0,Anionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCC([O-])=O.[Na+],9.421064995881911e-05,4.0259,30.0,Anionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCC([O-])=O.[Na+],4.540461526048465e-05,4.3429,30.0,Anionic
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC([O-])=O.[Na+],1.0099502941203191e-05,4.9957,30.0,Anionic
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOC(CCC([O-])=O)=O.[Na+],0.001290030564217989,2.8894,30.0,Anionic
CC(CCCC(CCC(COCC(OCC(OCC(OCC(OCC(OCC(OCC(C)S(=O)(O[O-])=O)C)C)C)C)C)C)C)C)C.[Na+],4.600446663934779e-05,4.3372,30.0,Anionic
CC(CCCC(CCC(COCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(OCC(C)S(=O)(O[O-])=O)C)C)C)C)C)C)C)C)C)C)C)C)C)C)C.[Na+],1.2000518202042658e-05,4.9208,30.0,Anionic
CCCCCCCCCCCC(=O)N(C)CCC(=O)[O-].[Na+],0.0021281390459827114,2.672,25.0,Zwitterionic
CCCCCCCCCC(=O)N(CCO)CCC(=O)[O-].[Na+],0.01940885877592778,1.712,25.0,Zwitterionic
CCCCCCCCCCCC(=O)N(CCO)CCC(=O)[O-].[Na+],0.0033265955329400436,2.478,25.0,Zwitterionic
CCCCCCCCCCCCCC(=O)N(CCO)CCC(=O)[O-].[Na+],0.00036897759857015046,3.433,25.0,Zwitterionic
CCCCCCCCCCCCCCCC(=O)N(CCO)CCC(=O)[O-].[Na+],5.2966344389165806e-05,4.276,25.0,Zwitterionic
C1CN(CCN1CCS(=O)(=O)O)CCS(=O)(=O)[O-].[Na+],0.03999447497610976,1.398,25.0,Zwitterionic
C1=CC=NC(=C1)N=NC2=C(C3=C(C=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])O)O.[Na+],0.19998618696327444,0.699,25.0,Zwitterionic
C1CN(CCN1CCO)CCS(=O)(=O)[O-].[Na+],0.39994474976109745,0.398,25.0,Zwitterionic
C1CCC(CC1)NS(=O)(=O)[O-].[Na+],0.2999162518987651,0.523,25.0,Zwitterionic
CCCCN1C=C[N+](=C1)CCOS(=O)(=O)[O-],0.34994516702835726,0.456,25.0,Zwitterionic
[B-](F)(F)(F)F.CCCCN1C-C[N+](=C1)C,0.8491804750363139,0.071,25.0,Zwitterionic
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCN1C=C[N+](=C1)C,0.0002301441817408509,3.638,25.0,Zwitterionic
CCCCCCN1C=C[N+](=C1)C.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.008222426499470713,2.085,25.0,Zwitterionic
CCCCCCCCN1C=C[N+](=C1)C.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0024099054286865957,2.618,25.0,Zwitterionic
CCCCCCCCCCCCN1C=C[N+](=C1)C.C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,9.794899854086981e-05,4.009,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,0.001,3.0,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCC,0.00010739894123412451,3.969,25.0,Zwitterionic
CCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,0.0001,4.0,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,1.3995873225726178e-05,4.854,25.0,Zwitterionic
CCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,1.7988709151287874e-05,4.745,25.0,Zwitterionic
CCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCC,1.30016957803329e-05,4.886,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCC,6.095368972401693e-06,5.215,25.0,Zwitterionic
CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,7.998342550070276e-06,5.097,25.0,Zwitterionic
CCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,1.30016957803329e-05,4.886,25.0,Zwitterionic
CCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCC,5.29663443891658e-06,5.276,25.0,Zwitterionic
CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCC,5.4954087385762485e-06,5.26,25.0,Zwitterionic
CCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCC,8.994975815300346e-06,5.046,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCCCC,4.797334486366892e-06,5.319,25.0,Zwitterionic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCC,5.902010801718442e-06,5.229,25.0,Zwitterionic
CCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCCCC,5.000345349769783e-06,5.301,25.0,Zwitterionic
CCCCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCC,6.998419960022731e-06,5.155,25.0,Zwitterionic
CCCCCCCCCCCC[N+](C)(C)CCOP(=O)([O-])OCCCCCCCCCCCCCC,4.295364267648873e-06,5.367,25.0,Zwitterionic
CCCCC(CC)COP(OCC[N+](C)(C)CC(CC)CCCC)([O-])=O,0.00019010782799232996,3.721,25.0,Zwitterionic
CCCCCC(CC)COP(OCC[N+](C)(C)CC(CC)CCCC)([O-])=O,0.0006998419960022738,3.155,25.0,Zwitterionic
CCCCCCC(CC)COP(OCC[N+](C)(C)CC(CC)CCCC)([O-])=O,0.00019998618696327449,3.699,25.0,Zwitterionic
CCCCCCCCC(CC)COP(OCC[N+](C)(C)CC(CC)CCCC)([O-])=O,0.0001499684835502374,3.824,25.0,Zwitterionic
CCCCCCCC[N+](C)(C)CC([O-])=O,0.25003453616964316,0.602,27.0,Zwitterionic
CCCCCCCCC([N+](C)(C)C)C([O-])=O,0.09705099672454899,1.013,27.0,Zwitterionic
C[N+](C)(CC([O-])=O)CCCCCCCCCCCC,0.0019998618696327446,2.699,25.0,Zwitterionic
C[N+](C)(CCCCCC([O-])=O)CCCCCCCCCCCC,0.002600159563165272,2.585,25.0,Zwitterionic
C[N+](CCCCCCCC([O-])=O)(CCCCCCCCCCCC)C,0.0014996848355023741,2.824,25.0,Zwitterionic
C[N+](C)(CC([O-])=O)CCCCCCCCCCCCCC,0.00021978598727848253,3.658,25.0,Zwitterionic
C[N+](C)(CCCC([O-])=O)CCCCCCCCCCCC,0.004602565735813558,2.337,25.0,Zwitterionic
C[N+](CCCS([O-])(=O)=O)(CCCCCCCCCCCC)C,0.0029991625189876503,2.523,25.0,Zwitterionic
C[N+](CCCS([O-])(=O)=O)(CCCCCCCCCCCCCC)C,0.0031988951096913972,2.495,25.0,Zwitterionic
CCCCCCCCCCC(C([O-])=O)[N+](C)(C)C,0.013001695780332907,1.886,27.0,Zwitterionic
C[N+](C)(C)C(C([O-])=O)CCCCCCCCCCCC,0.00130016957803329,2.886,27.0,Zwitterionic
CCCCCCCCCCC([N+]1=CC=CC=C1)C([O-])=O,0.005199959965335162,2.284,25.0,Zwitterionic
CCCCCCCCCCCCC([N+]1=CC=CC=C1)C([O-])=O,0.0005997910762555094,3.222,25.0,Zwitterionic
CCCCCCCCCCCCN(OC)C,0.0020989398836235244,2.678,27.0,Zwitterionic
C[N+](C)(CC([O-])=O)CCCCCCCCCC,0.01800113960418011,1.7447,23.0,Zwitterionic
C[N+](C)(CC([O-])=O)CCCCCCCCCCCCCCCC,1.9998618696327447e-05,4.699,23.0,Zwitterionic
C[N+](CCCC([O-])=O)(CCCCCCCCCCCC)C,0.004600446663934779,2.3372,25.0,Zwitterionic
C[N+](CCCCCC([O-])=O)(CCCCCCCCCCCC)C,0.002600159563165272,2.585,25.0,Zwitterionic
CCCCCCCCCC[N+](C1=CC=CC=C1)(CC([O-])=O)C,0.005300294488357957,2.2757,25.0,Zwitterionic
CCCCCCCCCCCC[N+](C1=CC=CC=C1)(CC([O-])=O)C,0.000550047252867634,3.2596,25.0,Zwitterionic
CCCCCCCCCCCC[N+](C)(CCCS(=O)([O-])=O)C,0.0029998531811907935,2.5229,25.0,Zwitterionic
CCCCCCCCCCCCCC[N+](C)(CCCS(=O)([O-])=O)C,0.00031996317673183504,3.4949,25.0,Zwitterionic
C[N+](C)(CC([O-])=O)CCCCCCCC,0.2499769702178508,0.6021,27.0,Zwitterionic
CCCCCCCCCCC([N+](C)(C)C)C([O-])=O,0.012998702373886034,1.8861,27.0,Zwitterionic
CCCCCCCCCCCCC([N+](C)(C)C)C([O-])=O,0.001299870237388604,2.8861,27.0,Zwitterionic
CCCCCCCCCCCC[N+]1=CC=C(C([O-])=O)C=C1,0.001900203002577232,2.7212,50.0,Zwitterionic
CCCCCCCCCCCC[N+]1=CC=CC(C([O-])=O)=C1,0.0015000301904559475,2.8239,50.0,Zwitterionic
CCCCCCCCCCCCCCC([N+]1=CC=CC=C1)C([O-])=O,7.399459543127244e-05,4.1308,40.0,Zwitterionic
CCCCCCCCCC[N+](CC([O-])=O)(CC1=CC=CC=C1)C,0.0044004794783598375,2.3565,40.0,Zwitterionic
CCCCCCCCCC[N+](CS(=O)([O-])=O)(CC1=CC=CC=C1)C,0.004600446663934779,2.3372,40.0,Zwitterionic
CCCCCCCCCCCCC1=CC=[N+](C=C1)C.[I-],0.002500345361696432,2.602,25.0,Cationic
CC(C)(C)CCCCCCCCC1=CC=[N+](C=C1)C.[I-],0.003926449353995997,2.406,25.0,Cationic
CCCC(CC)CCCCCCC1=CC=[N+](C=C1)C.[I-],0.003758374042884443,2.425,25.0,Cationic
CCCC(CC)CCCCCCC1=CC=[N+](C=C1)CC.[I-],0.002208004733018899,2.656,25.0,Cationic
CCCC(CC)CCCCCCC1=CC=[N+](C=C1)CCC.[I-],0.0019098532585662387,2.719,25.0,Cationic
CCCC(CC)CCCCCCC1=CC=[N+](C=C1)C(C)C.[I-],0.001931968317016924,2.714,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.0004897788193684461,3.31,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Br-],0.0014996848355023741,2.824,25.0,Cationic
CCCCCC[N+](C)(C)C.[Br-],0.49545019080479025,0.305,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(CC)C.[Br-],0.003061963433690679,2.514,25.0,Cationic
CCCCCCCCCCCC[N+](C)(C)C1=CC=CC=C1.[Br-],0.005000345349769783,2.301,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)C1=CC=CC=C1.[Br-],0.0012793813041575253,2.893,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)C1=CC=CC=C1.[Br-],0.0003061963433690679,3.514,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCO.[Br-],0.00020183663636815617,3.695,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(CCO)CCO.[Br-],0.00015310874616820304,3.815,25.0,Cationic
CCCCCCCCCCCCCCC[N+](CCO)(CCO)CCO.[Br-],3.5974933515574234e-05,4.444,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCOC.[Br-],0.00020276827195212817,3.693,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(CCOC)CCOC.[Br-],0.00012189895989248661,3.914,25.0,Cationic
CCCCCCCCCCCCCCC[N+](CCOC)(CCOC)CCOC.[Br-],7.294575102545694e-05,4.137,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCC.[Br-],0.0006123503917247734,3.213,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(CCC)CCC.[Br-],0.00020417379446695296,3.69,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-],0.00013803842646028852,3.86,25.0,Cationic
CCCCCCCCCCCCCCC(O)C[N+](C)(C)CCO.[Cl-],0.001770108958317422,2.752,25.0,Cationic
CCCCCCCCCCCCCC(O)C[N+](C)(CCO)CCO.[Cl-],0.001690440931643265,2.772,25.0,Cationic
CCCCCCCCCCCCCCC(O)C[N+](C)(C)C.[Cl-],0.0019275249131909366,2.715,25.0,Cationic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCC[N+](C)(C)(C).[Br-],0.0014288939585111022,2.845,25.0,Cationic
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC[N+](C)(C)(C).[Br-],0.0015812480392703827,2.801,25.0,Cationic
FC(F)(F)C(F)(C(F)(F)C(C(F)(F)C(F)(F)CCCCCCCC[N+](C)(C)C)(F)F)F.[Br-],0.001039920165829059,2.983,25.0,Cationic
FC(F)(F)C(F)(C(F)(F)C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC[N+](C)(C)C)(F)F)F.[Br-],0.00041975898399100776,3.377,25.0,Cationic
CCCCCC/C=C/CCCCC1=CC=[N+](C)C=C1.[I-],0.013001695780332907,1.886,25.0,Cationic
CCCCCCCCC/C=C/CC1=CC=[N+](C=C1)C.[I-],0.004168693834703355,2.38,25.0,Cationic
CCCCCCCCCC[N+](C)(C)(C).[Cl-],0.06095368972401691,1.215,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CC[N+](C)(CCCCCCCCCCCC)C)C,0.0007998342550070284,3.097,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCC[N+](C)(CCCCCCCCCCCC)C)C,0.0009397233105646375,3.027,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCC[N+](C)(CCCCCCCCCCCC)C)C,0.001169499391019871,2.932,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.001030386120441616,2.987,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.0008298507675144226,3.081,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.0006295061828571974,3.201,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.00036982817978026625,3.432,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.00019998618696327449,3.699,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCCCCCCCCCCCCCCC[N+](C)(CCCCCCCCCCCC)C)C,0.00011994993031493793,3.921,25.0,Cationic
CCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCC,0.013803842646028845,1.86,25.0,Cationic
CCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCC,0.02618183008218985,1.582,25.0,Cationic
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC,0.026302679918953815,1.58,25.0,Cationic
CCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC,0.025176769277588558,1.599,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC,2.0989398836235246e-05,4.678,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCCCCCC,2.5003453616964294e-05,4.602,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCCCC,2.6977394324449205e-05,4.569,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,3.5974933515574234e-05,4.444,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,4.295364267648873e-05,4.367,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,3.296097121774576e-05,4.482,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,2.6977394324449205e-05,4.569,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,1.9998618696327447e-05,4.699,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCC,0.008770008211436349,2.057,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCCCC,0.00013489628825916533,3.87,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC,0.006194410750767812,2.208,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCC,0.006501296903430909,2.187,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC,0.007498942093324558,2.125,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCC,0.004197589839910077,2.377,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0.0021978598727848252,2.658,25.0,Cationic
CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC,0.15995580286146688,0.796,25.0,Cationic
CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC,0.025003453616964308,1.602,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC,0.008892011178579481,2.051,25.0,Cationic
CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC,0.0029991625189876503,2.523,25.0,Cationic
CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC,0.0010990058394325208,2.959,25.0,Cationic
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC,0.0004102041029866068,3.387,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC,0.00017988709151287873,3.745,25.0,Cationic
CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC,0.0008790225168308842,3.056,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC,0.0008394599865193973,3.076,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC,0.0007498942093324559,3.125,25.0,Cationic
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC,0.0005902010801718441,3.229,25.0,Cationic
CCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCC)C)C,0.03097419299216581,1.509,25.0,Cationic
CCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCC)C)C,0.017988709151287873,1.745,25.0,Cationic
CCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCC)C)C,0.008394599865193973,2.076,25.0,Cationic
CCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCC)C)C,0.0029991625189876503,2.523,25.0,Cationic
CCCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCCC)C)C,0.0010990058394325208,2.959,25.0,Cationic
CCCCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCCCC)C)C,0.0003303695410368149,3.481,25.0,Cationic
CCCCCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCCCCC)C)C,0.00011994993031493793,3.921,25.0,Cationic
CCCCCCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCCCCCC)C)C,4.295364267648873e-05,4.367,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](C)(CCN(C)CC[N+](C)(CCCCCCCCCCCCCCCC)C)C,1.1994993031493781e-05,4.921,25.0,Cationic
CCCCCCCC[N+](CCOCC[N+](CCCCCCCC)(C)C)(C)C,0.043954161543782455,1.357,25.0,Cationic
CCCCCCCCC[N+](CCOCC[N+](CCCCCCCCC)(C)C)(C)C,0.021978598727848252,1.658,25.0,Cationic
CCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCC)(C)C)(C)C,0.0076913044028660985,2.114,25.0,Cationic
CCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCC)(C)C)(C)C,0.002600159563165272,2.585,25.0,Cationic
CCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCC)(C)C)(C)C,0.001,3.0,25.0,Cationic
CCCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCCC)(C)C)(C)C,0.00038018939632056124,3.42,25.0,Cationic
CCCCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C,0.00019010782799232996,3.721,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](CCOCC[N+](CCCCCCCCCCCCCCCC)(C)C)(C)C,0.0006397348354826482,3.194,25.0,Cationic
CCCCCC[N+](CCSCC[N+](CCCCCC)(C)C)(C)C,0.13001695780332903,0.886,25.0,Cationic
CCCCCCCC[N+](CCSCC[N+](CCCCCCCC)(C)C)(C)C,0.036982817978026626,1.432,25.0,Cationic
CCCCCCCCCC[N+](CCSCC[N+](CCCCCCCCCC)(C)C)(C)C,0.006194410750767812,2.208,25.0,Cationic
CCCCCCCCCCCC[N+](CCSCC[N+](CCCCCCCCCCCC)(C)C)(C)C,0.0009594006315159336,3.018,25.0,Cationic
CCCCCCCCCCCCCC[N+](CCSCC[N+](CCCCCCCCCCCCCC)(C)C)(C)C,0.0001,4.0,25.0,Cationic
CCCCCCCCCCCCCCCC[N+](CCSCC[N+](CCCCCCCCCCCCCCCC)(C)C)(C)C,9.705099672454898e-06,5.013,25.0,Cationic
CCCCCCCCCCCCCCCCCC[N+](CCSCC[N+](CCCCCCCCCCCCCCCCCC)(C)C)(C)C,1e-06,6.0,25.0,Cationic
CCCCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCCCC,0.0013899526312133527,2.857,25.0,Cationic
CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC,0.025468302525850407,1.594,25.0,Cationic
CCCCCCCCCCCC[N+]1(CCCCC1)CC#CC[N+]2(CCCCC2)CCCCCCCCCCCC,0.0008892011178579481,3.051,25.0,Cationic
